CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
1958,79,Male,4,75.29,Two-Year,Fiber Optic,301.16,No,Yes
1959,54,Female,16,57.7,Month-to-Month,DSL,923.2,No,No
1960,44,Male,9,87.85,Month-to-Month,Fiber Optic,790.65,Yes,No
1961,41,Female,7,72.79,One-Year,DSL,509.53,Yes,No
1962,45,Female,14,62.85,Two-Year,DSL,879.9,Yes,No
1963,48,Female,3,81.99,Two-Year,Fiber Optic,245.97,Yes,Yes
1964,49,Female,63,67.31,Two-Year,Fiber Optic,4240.53,No,Yes
1965,48,Female,48,40.27,Month-to-Month,DSL,1932.96,No,No
1966,43,Male,29,98.02,Month-to-Month,Fiber Optic,2842.58,Yes,Yes
1967,39,Female,2,73.58,One-Year,Fiber Optic,147.16,No,No
1968,40,Male,35,50.98,Two-Year,DSL,1784.3,No,No
1969,39,Female,39,89.69,Month-to-Month,Fiber Optic,3497.91,Yes,Yes
1970,55,Female,35,90.82,Month-to-Month,Fiber Optic,3178.7,Yes,No
1971,49,Female,2,68.41,One-Year,Fiber Optic,136.82,No,Yes
1972,18,Male,24,78.08,Month-to-Month,Fiber Optic,1873.92,No,No
1973,49,Female,43,48.46,Month-to-Month,DSL,2083.78,No,No
1974,44,Female,20,90.93,Month-to-Month,Fiber Optic,1818.6,Yes,Yes
1975,41,Female,24,45.42,One-Year,None,1090.08,Yes,No
1976,37,Female,14,84.56,One-Year,Fiber Optic,1183.84,Yes,No
1977,55,Male,18,56.85,Month-to-Month,DSL,1023.3,No,No
1978,53,Female,0,66.54,One-Year,Fiber Optic,0.0,No,Yes
1979,32,Male,24,38.16,One-Year,None,915.84,Yes,No
1980,46,Female,2,56.18,Month-to-Month,DSL,112.36,No,No
1981,30,Male,13,31.72,One-Year,None,412.36,No,No
1982,25,Male,8,20.63,Month-to-Month,None,165.04,No,No
1983,34,Female,18,57.61,Month-to-Month,DSL,1036.98,No,No
1984,52,Female,3,42.28,Month-to-Month,None,126.84,Yes,No
1985,53,Male,28,74.04,Month-to-Month,Fiber Optic,2073.12,No,No
1986,48,Female,38,38.3,Month-to-Month,None,1455.4,Yes,No
1987,50,Female,4,77.17,Two-Year,Fiber Optic,308.68,Yes,No
1988,48,Female,2,75.84,One-Year,Fiber Optic,151.68,No,No
1989,34,Male,3,71.41,One-Year,Fiber Optic,214.23,No,No
1990,47,Female,50,73.09,Month-to-Month,Fiber Optic,3654.5,No,No
1991,51,Female,18,54.42,Month-to-Month,DSL,979.56,No,No
1992,51,Female,15,77.45,Month-to-Month,Fiber Optic,1161.75,No,No
1993,56,Male,2,57.2,Month-to-Month,DSL,114.4,No,Yes
1994,50,Female,25,69.62,Month-to-Month,DSL,1740.5,Yes,No
1995,46,Male,48,57.44,One-Year,DSL,2757.12,No,No
1996,54,Female,42,71.87,Two-Year,Fiber Optic,3018.54,No,No
1997,41,Male,23,57.07,Month-to-Month,DSL,1312.61,No,No
1998,31,Female,1,55.27,Month-to-Month,DSL,55.27,No,Yes
1999,40,Female,2,55.37,One-Year,DSL,110.74,No,No
2000,33,Male,1,56.57,Month-to-Month,DSL,56.57,No,No
